33.5
32.5
33
31.5
30
36.5
35
34.5
42.5
32
38
40.5
27
15.5
9.5
12.5
15.5
26.5
18
8
11
28
41.5
50
55.5
50.5
42
38.5
34.5
33
38
42.5
40
